,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,text,time_elapsed,trial_id,trial_type,worker_id
122,larger_later,,discount_fixed,89,28.0,59.0,"89,71",1918,20.0,,499244,,poldrack-single-stim,s061
123,smaller_sooner,,discount_fixed,71,28.0,163.0,"89,71",1985,20.0,,504357,,poldrack-single-stim,s061
124,larger_later,,discount_fixed,89,32.0,74.0,"89,71",1980,20.0,,508858,,poldrack-single-stim,s061
125,larger_later,,discount_fixed,89,57.0,89.0,"89,71",1469,20.0,,513700,,poldrack-single-stim,s061
126,larger_later,,discount_fixed,89,70.0,108.0,"89,71",1360,20.0,,518269,,poldrack-single-stim,s061
127,larger_later,,discount_fixed,89,72.0,95.0,"89,71",982,20.0,,523654,,poldrack-single-stim,s061
128,larger_later,,discount_fixed,89,30.0,36.0,"89,71",1535,20.0,,528700,,poldrack-single-stim,s061
129,larger_later,,discount_fixed,89,41.0,129.0,"89,71",1736,20.0,,533405,,poldrack-single-stim,s061
130,larger_later,,discount_fixed,89,78.0,129.0,"89,71",1678,20.0,,538316,,poldrack-single-stim,s061
131,larger_later,,discount_fixed,89,71.0,88.0,"89,71",1094,20.0,,543227,,poldrack-single-stim,s061
132,larger_later,,discount_fixed,89,65.0,159.0,"89,71",1931,20.0,,548070,,poldrack-single-stim,s061
133,smaller_sooner,,discount_fixed,71,24.0,125.0,"89,71",1553,20.0,,553183,,poldrack-single-stim,s061
134,larger_later,,discount_fixed,89,58.0,36.0,"89,71",1648,20.0,,558296,,poldrack-single-stim,s061
135,larger_later,,discount_fixed,89,63.0,37.0,"89,71",1175,20.0,,563003,,poldrack-single-stim,s061
136,larger_later,,discount_fixed,89,75.0,41.0,"89,71",1634,20.0,,567844,,poldrack-single-stim,s061
137,larger_later,,discount_fixed,89,45.0,72.0,"89,71",1439,20.0,,572686,,poldrack-single-stim,s061
138,smaller_sooner,,discount_fixed,71,25.0,74.0,"89,71",1995,20.0,,579567,,poldrack-single-stim,s061
139,larger_later,,discount_fixed,89,65.0,137.0,"89,71",1046,20.0,,584137,,poldrack-single-stim,s061
140,larger_later,,discount_fixed,89,49.0,140.0,"89,71",1037,20.0,,588911,,poldrack-single-stim,s061
141,larger_later,,discount_fixed,89,67.0,103.0,"89,71",1508,20.0,,595928,,poldrack-single-stim,s061
142,larger_later,,discount_fixed,89,69.0,172.0,"89,71",1003,20.0,,600634,,poldrack-single-stim,s061
143,larger_later,,discount_fixed,89,66.0,71.0,"89,71",1376,20.0,,605815,,poldrack-single-stim,s061
144,larger_later,,discount_fixed,89,71.0,176.0,"89,71",1970,20.0,,610860,,poldrack-single-stim,s061
4,,practice,discount_fixed,71,,,"89,71",1194,,,-42340,stim,poldrack-single-stim,s445
24,smaller_sooner,,discount_fixed,71,31.0,76.0,"89,71",1299,20.0,,8324,,poldrack-single-stim,s445
25,larger_later,,discount_fixed,89,43.0,19.0,"89,71",1700,20.0,,12894,,poldrack-single-stim,s445
26,smaller_sooner,,discount_fixed,71,60.0,124.0,"89,71",1471,20.0,,17531,,poldrack-single-stim,s445
27,larger_later,,discount_fixed,89,27.0,142.0,"89,71",1667,20.0,,22440,,poldrack-single-stim,s445
28,smaller_sooner,,discount_fixed,71,25.0,70.0,"89,71",1726,20.0,,26943,,poldrack-single-stim,s445
29,smaller_sooner,,discount_fixed,71,44.0,92.0,"89,71",1254,20.0,,31921,,poldrack-single-stim,s445
30,smaller_sooner,,discount_fixed,71,41.0,27.0,"89,71",2543,20.0,,36831,,poldrack-single-stim,s445
31,smaller_sooner,,discount_fixed,71,64.0,89.0,"89,71",1668,20.0,,41401,,poldrack-single-stim,s445
32,smaller_sooner,,discount_fixed,71,78.0,108.0,"89,71",2036,20.0,,45903,,poldrack-single-stim,s445
33,smaller_sooner,,discount_fixed,71,80.0,145.0,"89,71",1305,20.0,,52104,,poldrack-single-stim,s445
34,smaller_sooner,,discount_fixed,71,41.0,174.0,"89,71",1322,20.0,,56810,,poldrack-single-stim,s445
35,smaller_sooner,,discount_fixed,71,42.0,145.0,"89,71",1633,20.0,,61856,,poldrack-single-stim,s445
36,smaller_sooner,,discount_fixed,71,36.0,114.0,"89,71",1240,20.0,,66901,,poldrack-single-stim,s445
37,smaller_sooner,,discount_fixed,71,58.0,55.0,"89,71",1837,20.0,,72082,,poldrack-single-stim,s445
38,larger_later,,discount_fixed,89,81.0,58.0,"89,71",1945,20.0,,77061,,poldrack-single-stim,s445
39,smaller_sooner,,discount_fixed,71,32.0,111.0,"89,71",1359,20.0,,81835,,poldrack-single-stim,s445
40,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",1295,20.0,,86608,,poldrack-single-stim,s445
41,larger_later,,discount_fixed,89,67.0,23.0,"89,71",1724,20.0,,91790,,poldrack-single-stim,s445
42,smaller_sooner,,discount_fixed,71,77.0,161.0,"89,71",1023,20.0,,96971,,poldrack-single-stim,s445
43,smaller_sooner,,discount_fixed,71,55.0,163.0,"89,71",949,20.0,,102221,,poldrack-single-stim,s445
44,smaller_sooner,,discount_fixed,71,40.0,159.0,"89,71",943,20.0,,106792,,poldrack-single-stim,s445
45,smaller_sooner,,discount_fixed,71,76.0,161.0,"89,71",1381,20.0,,111294,,poldrack-single-stim,s445
46,smaller_sooner,,discount_fixed,71,48.0,128.0,"89,71",1291,20.0,,116203,,poldrack-single-stim,s445
47,smaller_sooner,,discount_fixed,71,39.0,95.0,"89,71",1332,20.0,,120774,,poldrack-single-stim,s445
48,smaller_sooner,,discount_fixed,71,83.0,105.0,"89,71",1698,20.0,,126976,,poldrack-single-stim,s445
49,smaller_sooner,,discount_fixed,71,67.0,41.0,"89,71",1770,20.0,,131887,,poldrack-single-stim,s445
50,smaller_sooner,,discount_fixed,71,56.0,172.0,"89,71",1094,20.0,,137137,,poldrack-single-stim,s445
51,smaller_sooner,,discount_fixed,71,28.0,123.0,"89,71",1418,20.0,,142184,,poldrack-single-stim,s445
52,smaller_sooner,,discount_fixed,71,50.0,129.0,"89,71",1087,20.0,,146822,,poldrack-single-stim,s445
53,smaller_sooner,,discount_fixed,71,23.0,61.0,"89,71",1125,20.0,,151529,,poldrack-single-stim,s445
54,smaller_sooner,,discount_fixed,71,79.0,92.0,"89,71",1209,20.0,,156167,,poldrack-single-stim,s445
55,smaller_sooner,,discount_fixed,71,61.0,141.0,"89,71",812,20.0,,160737,,poldrack-single-stim,s445
56,larger_later,,discount_fixed,89,43.0,38.0,"89,71",1767,20.0,,165308,,poldrack-single-stim,s445
57,smaller_sooner,,discount_fixed,71,66.0,145.0,"89,71",842,20.0,,170218,,poldrack-single-stim,s445
58,larger_later,,discount_fixed,89,30.0,23.0,"89,71",1618,20.0,,175060,,poldrack-single-stim,s445
59,smaller_sooner,,discount_fixed,71,32.0,57.0,"89,71",1039,20.0,,180310,,poldrack-single-stim,s445
60,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",1157,20.0,,185085,,poldrack-single-stim,s445
61,smaller_sooner,,discount_fixed,71,43.0,120.0,"89,71",849,20.0,,191083,,poldrack-single-stim,s445
62,smaller_sooner,,discount_fixed,71,75.0,60.0,"89,71",1409,20.0,,196673,,poldrack-single-stim,s445
63,smaller_sooner,,discount_fixed,71,34.0,176.0,"89,71",907,20.0,,201243,,poldrack-single-stim,s445
64,smaller_sooner,,discount_fixed,71,24.0,38.0,"89,71",1830,20.0,,206357,,poldrack-single-stim,s445
65,smaller_sooner,,discount_fixed,71,82.0,74.0,"89,71",2153,20.0,,212014,,poldrack-single-stim,s445
66,smaller_sooner,,discount_fixed,71,58.0,53.0,"89,71",2865,20.0,,216585,,poldrack-single-stim,s445
67,larger_later,,discount_fixed,89,54.0,23.0,"89,71",1503,20.0,,221360,,poldrack-single-stim,s445
68,smaller_sooner,,discount_fixed,71,41.0,55.0,"89,71",1071,20.0,,226406,,poldrack-single-stim,s445
69,smaller_sooner,,discount_fixed,71,77.0,142.0,"89,71",1275,20.0,,231247,,poldrack-single-stim,s445
70,smaller_sooner,,discount_fixed,71,25.0,108.0,"89,71",1003,20.0,,236429,,poldrack-single-stim,s445
71,smaller_sooner,,discount_fixed,71,33.0,163.0,"89,71",866,20.0,,241475,,poldrack-single-stim,s445
72,smaller_sooner,,discount_fixed,71,29.0,75.0,"89,71",1482,20.0,,246452,,poldrack-single-stim,s445
73,smaller_sooner,,discount_fixed,71,45.0,157.0,"89,71",1213,20.0,,251430,,poldrack-single-stim,s445
74,smaller_sooner,,discount_fixed,71,31.0,74.0,"89,71",1860,20.0,,256748,,poldrack-single-stim,s445
75,larger_later,,discount_fixed,89,80.0,39.0,"89,71",2126,20.0,,261251,,poldrack-single-stim,s445
76,smaller_sooner,,discount_fixed,71,22.0,21.0,"89,71",1892,20.0,,266297,,poldrack-single-stim,s445
77,smaller_sooner,,discount_fixed,71,52.0,139.0,"89,71",840,20.0,,271003,,poldrack-single-stim,s445
78,smaller_sooner,,discount_fixed,71,54.0,126.0,"89,71",936,20.0,,275845,,poldrack-single-stim,s445
79,smaller_sooner,,discount_fixed,71,23.0,176.0,"89,71",865,20.0,,282592,,poldrack-single-stim,s445
80,smaller_sooner,,discount_fixed,71,24.0,87.0,"89,71",1192,20.0,,287093,,poldrack-single-stim,s445
81,smaller_sooner,,discount_fixed,71,36.0,140.0,"89,71",1088,20.0,,291663,,poldrack-single-stim,s445
82,smaller_sooner,,discount_fixed,71,35.0,171.0,"89,71",1341,20.0,,296370,,poldrack-single-stim,s445
83,smaller_sooner,,discount_fixed,71,34.0,43.0,"89,71",1489,20.0,,301280,,poldrack-single-stim,s445
84,smaller_sooner,,discount_fixed,71,74.0,121.0,"89,71",1146,20.0,,305850,,poldrack-single-stim,s445
85,,,discount_fixed,-1,,,none,-1,,,313353,rest_block,poldrack-single-stim,s445
86,smaller_sooner,,discount_fixed,71,45.0,107.0,"89,71",1668,20.0,,319128,,poldrack-single-stim,s445
87,larger_later,,discount_fixed,89,77.0,24.0,"89,71",1343,20.0,,323766,,poldrack-single-stim,s445
88,smaller_sooner,,discount_fixed,71,39.0,161.0,"89,71",959,20.0,,328336,,poldrack-single-stim,s445
89,smaller_sooner,,discount_fixed,71,62.0,180.0,"89,71",1291,20.0,,333791,,poldrack-single-stim,s445
90,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",966,20.0,,339177,,poldrack-single-stim,s445
91,smaller_sooner,,discount_fixed,71,58.0,72.0,"89,71",1247,20.0,,343746,,poldrack-single-stim,s445
92,smaller_sooner,,discount_fixed,71,56.0,93.0,"89,71",678,20.0,,350016,,poldrack-single-stim,s445
93,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1464,20.0,,355538,,poldrack-single-stim,s445
94,smaller_sooner,,discount_fixed,71,23.0,42.0,"89,71",2986,20.0,,360108,,poldrack-single-stim,s445
95,smaller_sooner,,discount_fixed,71,50.0,41.0,"89,71",1649,20.0,,364746,,poldrack-single-stim,s445
96,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",1718,20.0,,369384,,poldrack-single-stim,s445
97,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1476,20.0,,374498,,poldrack-single-stim,s445
98,smaller_sooner,,discount_fixed,71,29.0,44.0,"89,71",1972,20.0,,379815,,poldrack-single-stim,s445
99,smaller_sooner,,discount_fixed,71,24.0,89.0,"89,71",2286,20.0,,384386,,poldrack-single-stim,s445
100,smaller_sooner,,discount_fixed,71,23.0,77.0,"89,71",1089,20.0,,388955,,poldrack-single-stim,s445
101,smaller_sooner,,discount_fixed,71,27.0,130.0,"89,71",1075,20.0,,393526,,poldrack-single-stim,s445
102,smaller_sooner,,discount_fixed,71,23.0,134.0,"89,71",829,20.0,,398368,,poldrack-single-stim,s445
103,smaller_sooner,,discount_fixed,71,55.0,107.0,"89,71",1262,20.0,,402870,,poldrack-single-stim,s445
104,smaller_sooner,,discount_fixed,71,44.0,143.0,"89,71",2022,20.0,,408528,,poldrack-single-stim,s445
105,smaller_sooner,,discount_fixed,71,23.0,110.0,"89,71",1225,20.0,,413437,,poldrack-single-stim,s445
106,smaller_sooner,,discount_fixed,71,65.0,156.0,"89,71",1870,20.0,,418075,,poldrack-single-stim,s445
107,smaller_sooner,,discount_fixed,71,22.0,27.0,"89,71",1829,20.0,,422577,,poldrack-single-stim,s445
108,smaller_sooner,,discount_fixed,71,50.0,59.0,"89,71",1566,20.0,,427079,,poldrack-single-stim,s445
109,smaller_sooner,,discount_fixed,71,85.0,129.0,"89,71",1575,20.0,,432193,,poldrack-single-stim,s445
110,smaller_sooner,,discount_fixed,71,66.0,58.0,"89,71",1696,20.0,,438328,,poldrack-single-stim,s445
111,smaller_sooner,,discount_fixed,71,49.0,172.0,"89,71",810,20.0,,443170,,poldrack-single-stim,s445
112,smaller_sooner,,discount_fixed,71,73.0,44.0,"89,71",2132,20.0,,447740,,poldrack-single-stim,s445
113,smaller_sooner,,discount_fixed,71,58.0,73.0,"89,71",2729,20.0,,452446,,poldrack-single-stim,s445
114,smaller_sooner,,discount_fixed,71,71.0,76.0,"89,71",1370,20.0,,458308,,poldrack-single-stim,s445
115,smaller_sooner,,discount_fixed,71,67.0,74.0,"89,71",1178,20.0,,462947,,poldrack-single-stim,s445
116,smaller_sooner,,discount_fixed,71,29.0,58.0,"89,71",1390,20.0,,468265,,poldrack-single-stim,s445
117,smaller_sooner,,discount_fixed,71,39.0,104.0,"89,71",928,20.0,,473243,,poldrack-single-stim,s445
118,smaller_sooner,,discount_fixed,71,33.0,103.0,"89,71",754,20.0,,477813,,poldrack-single-stim,s445
119,smaller_sooner,,discount_fixed,71,33.0,78.0,"89,71",942,20.0,,483335,,poldrack-single-stim,s445
120,smaller_sooner,,discount_fixed,71,74.0,52.0,"89,71",1439,20.0,,488925,,poldrack-single-stim,s445
121,smaller_sooner,,discount_fixed,71,28.0,132.0,"89,71",745,20.0,,494719,,poldrack-single-stim,s445
122,smaller_sooner,,discount_fixed,71,28.0,59.0,"89,71",865,20.0,,499290,,poldrack-single-stim,s445
123,smaller_sooner,,discount_fixed,71,28.0,163.0,"89,71",658,20.0,,504404,,poldrack-single-stim,s445
124,smaller_sooner,,discount_fixed,71,32.0,74.0,"89,71",754,20.0,,508906,,poldrack-single-stim,s445
125,smaller_sooner,,discount_fixed,71,57.0,89.0,"89,71",884,20.0,,513748,,poldrack-single-stim,s445
126,smaller_sooner,,discount_fixed,71,70.0,108.0,"89,71",2770,20.0,,518318,,poldrack-single-stim,s445
127,smaller_sooner,,discount_fixed,71,72.0,95.0,"89,71",943,20.0,,523705,,poldrack-single-stim,s445
128,smaller_sooner,,discount_fixed,71,30.0,36.0,"89,71",1587,20.0,,528751,,poldrack-single-stim,s445
129,smaller_sooner,,discount_fixed,71,41.0,129.0,"89,71",1737,20.0,,533457,,poldrack-single-stim,s445
130,smaller_sooner,,discount_fixed,71,78.0,129.0,"89,71",3510,20.0,,538367,,poldrack-single-stim,s445
131,smaller_sooner,,discount_fixed,71,71.0,88.0,"89,71",948,20.0,,543278,,poldrack-single-stim,s445
132,smaller_sooner,,discount_fixed,71,65.0,159.0,"89,71",839,20.0,,548121,,poldrack-single-stim,s445
133,smaller_sooner,,discount_fixed,71,24.0,125.0,"89,71",1293,20.0,,553234,,poldrack-single-stim,s445
134,larger_later,,discount_fixed,89,58.0,36.0,"89,71",1806,20.0,,558348,,poldrack-single-stim,s445
135,larger_later,,discount_fixed,89,63.0,37.0,"89,71",1859,20.0,,563054,,poldrack-single-stim,s445
136,larger_later,,discount_fixed,89,75.0,41.0,"89,71",2347,20.0,,567895,,poldrack-single-stim,s445
137,smaller_sooner,,discount_fixed,71,45.0,72.0,"89,71",1670,20.0,,572737,,poldrack-single-stim,s445
138,smaller_sooner,,discount_fixed,71,25.0,74.0,"89,71",1235,20.0,,579619,,poldrack-single-stim,s445
139,smaller_sooner,,discount_fixed,71,65.0,137.0,"89,71",1609,20.0,,584189,,poldrack-single-stim,s445
140,smaller_sooner,,discount_fixed,71,49.0,140.0,"89,71",2758,20.0,,588963,,poldrack-single-stim,s445
141,false,,discount_fixed,-1,67.0,103.0,"89,71",-1,20.0,,595981,,poldrack-single-stim,s445
142,smaller_sooner,,discount_fixed,71,69.0,172.0,"89,71",750,20.0,,600687,,poldrack-single-stim,s445
143,smaller_sooner,,discount_fixed,71,66.0,71.0,"89,71",1297,20.0,,605869,,poldrack-single-stim,s445
144,smaller_sooner,,discount_fixed,71,71.0,176.0,"89,71",747,20.0,,610915,,poldrack-single-stim,s445
4,,practice,discount_fixed,89,,,"89,71",2540,,,-101556,stim,poldrack-single-stim,s483
